dal_km,al_km,descrizione,tipo_lavoro,importo_lav_principali,importo_lav_totale,data_consegna_impresa,avanzamento_lavori,ultimazione,sospesa,impresa,id,regione,strada,CUP
77.5,142.5,SS.SS. del C.M. D - Lavori di M.S. - Lavori di distese generali. rafforzamento della pavimentazione stradale e opere marginali in tratti saltuari lungo la S.S. 131 ``Carlo Felice`` dal Km 77+500 al km 142+500.,Lavori di manutenzione straordinaria.,680542.75,708651.45,13/03/2015,80,09/09/2015,,SER.LU. COSTRUZIONI S.R.L.,14638,SARDEGNA,SS131,
77.5,142.5,S.S. 131 ``Carlo Felice`` - Distese generali periodiche in conglomerato bituminoso drenante previo rafforzamento in piccoli tratti saltuari della sovrastruttura e adeguamento pendenze trasversali dal Km 77+500 al Km 142+500 in t.s.,Lavori di manutenzione straordinaria.,2061886.83,2140907.96,26/10/2017,9.72,25/03/2018,,IGECO COSTRUZIONI S.P.A,14642,SARDEGNA,SS131,
142.5,229.843,Lavori di adeguamento della segnaletica verticale e marginale alle normative di sicurezza lungo la S.S. 131 dal km 142+500 al Km 229+843.,Lavori di manutenzione straordinaria.,255065.22,272363.03,23/07/2018,0,20/10/2018,,ATI SI.SE. SPA - VIS MOBILITY - INT CONS.,14649,SARDEGNA,SS131,
152,160,Lavori di M.S. Distese con conglomerati bituminosi. previo rafforzamento della sovrastruttura stradale e compresa segnaletica orizzontale dal Km 149+000 al Km 161+000 S.S. 131.,Lavori di manutenzione straordinaria.,2964881.4,3082372.48,25/05/2017,99.59,18/01/2018,,IGECO COSTRUZIONI S.P.A,14644,SARDEGNA,SS131,
164.5,228.2,S.S. 131 - Lavori di M.S. Ripristino della funzionalita dei giunti di dilatazione in corrispondenza dei viadotti ``Rio Molino`` al km 164+500. ``Landrigga``. ai km 215+300 e 215+500. e ``Riu Mannu``. al km 228+020.,Lavori di manutenzione straordinaria.,556211.82,615965.09,09/03/2018,75.14,06/06/2018,,COSPIN SRL,14654,SARDEGNA,SS131,
221.3,229.843,Lavori di M.S. Rafforzamento della sovrastruttura stradale. compreso nuovo impianto di segnaletica orizzontale lungo la S.S. 131 dal Km 221+300 al Km 229+843.,Lavori di manutenzione straordinaria.,2509156.25,2633696.88,28/11/2017,19.54,26/04/2018,,IGECO COSTRUZIONI S.P.A,14650,SARDEGNA,SS131,
11.8,24.2,Adeguamento al tipo B (4 corsie) dell`Itinerario Sassari -Olbia - lotto 2,Lavori straordinari per nuove costruzioni.,71444281.64,97052309.33,23/02/2017,13.59,13/02/2019,,ATI OBEROSLER CAV.PIETRO SRL - CGS MOVISTRADE COGEFI SRL,14660,SARDEGNA,SS199,
45.61,55.05,S.S. 199 - Adeguamento al tipo B (4 corsie) dell`itinerario Sassari-Olbia. Lotto 5 dal km 45+610 al km 55+050,Lavori straordinari per nuove costruzioni.,44172528.61,54862376.83,23/02/2017,4.62,15/03/2019,,ATI TECNIS SPA-COGIP INFRASTRUTTURE SINTEC SPA- MOVISTRADE COGEFI SRL,14658,SARDEGNA,SS199,
55.05,61.45,Adeguamento al tipo B (4 corsie) dell`Itinerario Sassari -Olbia - Lotto 6,Lavori straordinari per nuove costruzioni.,53684360.99,66682879.43,25/02/2015,31.44,13/02/2017,,A.T.I. TECNIS S.P.A. - COGIP S.P.A. ING. PAVESI & C. S.P.A.,14657,SARDEGNA,SS199,
171.4,179.2,Interventi su opere d`arte. lavori di demolizione e ricostruzione banchettoni ammalorati. ripristino opere di protezione. interventi di risanamento strutturale opera d`arte mediante interventi di risanamento muratura e della volta lungo la S.S. 389 dal Km 171+400 al Km 179+200.,Lavori di manutenzione straordinaria.,402369.54,452758.43,26/06/2018,0,23/11/2018,,GLOBAL STRADE S.R.L.,14656,SARDEGNA,SS389,
0,0,Lavori di manutenzione straordinaria per l`adeguamento delle barriere stradali lungo le Strade Statali SS.SS. 554-125VAR-131DIR in t.s.,Lavori di manutenzione straordinaria.,385360.38,408929.92,30/05/2018,41.78,28/08/2018,,SEGNAL STRADE S.R.L,14639,SARDEGNA,VARIE,
0,0,Lavori di M.S. - Distese generali e periodiche. previo rafforzamento della pavimentazione stradale. lungo la S.S. 125 in t.s. tra i Km 155+00 e 223+800. lungo la S.S. 129 tra i km 0+000 e 56+915.  e lungo la S.S. 198 tra i Km 44+000 e 47+000.,Lavori di manutenzione straordinaria.,697526.06,976410.12,12/10/2017,100,09/01/2018,,ATI CONGLOMERATI BITUMINOSI SRL - VALENZA COSTRUZIONI SRL,14641,SARDEGNA,VARIE,
0,0,Distese di conglomerati Bituminosi previa fresatura del piano viabile e riconfigurazione delle pendenze lungo le SS.SS. del C.M. D 128-388-442-295 in t.s.,Lavori di manutenzione straordinaria.,991717.23,1039552.68,06/04/2018,40.16,03/09/2018,,ATI CONGLOMERATI BITUMINOSI SRL - VALENZA COSTRUZIONI SRL,14643,SARDEGNA,VARIE,
0,0,Lavori di M.S. Distese con conglomerati bituminosi. previo rafforzamento della sovrastruttura stradale e compresa segnaletica orizzontale lungo la SS131bis ``di Carlo Felice`` - S.S.127bis ``Settentrionale Sarda``.,Lavori di manutenzione straordinaria.,707127.15,729932.12,23/03/2017,100,16/10/2017,,ATI RAZZETTI E BOSAZZA SRL- AT & T,14645,SARDEGNA,VARIE,
0,0,SS.SS125.125VAR.125DIR.198.390. 389. 389var. 389dirb - Lavori di M.S. -  Distese generali periodiche. previo rafforzamento piano viabile. mediante fresatura e ricostruzione del tappetto in tratti saltuari. compresa segnaletica orizzontale. lungo la S.S. 125 dal Km 88+200 al km 223+800. S.S. 125 VAR dal Km 82+765 al Km 102+480. S.S. 125 dir 1+346 al Km 4+554. S.S.  198 dal Km 0+000 al km 110+345. S.S. 390 dal Km 0+000 al km 14+874. S.S.  389 dal Km 171+200 al Km 179+200. S.S. 389VAR dal Km 0+000 al Km 39+400. S.S. 389DIRB dal Km 0+000 al Km 6+620.,Lavori di manutenzione straordinaria.,3375356.87,3523529.09,19/07/2018,0,18/06/2019,,ATI SER.LU COSTR. SRL - CONGLOMERAT CA.GI.MA. SRL - FABIANA COSTR.,14648,SARDEGNA,VARIE,
0,0,Lavori di M.S. Distese con conglomerati bituminosi. previo rafforzamento della sovrastruttura stradale e compresa segnaletica orizzontale lungo le rampe e la bretella dello svincolo con la SP18 per Bancali (SS) al km 9+000 della SS 291var. tra i km 0+400 e 2+600 della SS 291dir. tra i km 41+850 e 43+000 della SS 127bis e tra i km  6+150 e 9+900 della SS 292dir.,Lavori di manutenzione straordinaria.,368305.9,402194.78,20/02/2018,82.79,03/04/2018,,VITALI SPA,14652,SARDEGNA,VARIE,
0,0,Lavori di MS - Segnaletica verticale e marginale su tutte le SS.SS. Nuclei B-C-D del Centro Manutentorio di Sassari ,Lavori di manutenzione straordinaria.,216846.93,227071.37,15/05/2018,61.71,12/08/2018,,ATI SI.SE. SPA - VIS MOBILITY - INT CONS.,14653,SARDEGNA,VARIE,
0,0,Segnaletica verticale e marginale su tutte le SS.SS. Del Centro Manutentorio di Tempio,Lavori di manutenzione straordinaria.,331832.53,385860.31,23/07/2018,0,20/11/2018,,ATI SI.SE. SPA - VIS MOBILITY - INT CONS.,14655,SARDEGNA,VARIE,
0,25.125,Lavori di manutenzione straordinaria a  seguito di furto cavi di alimentazione per il ripristino della funzionalita degli impianti tecnologici a servizio della sicurezza delle gallerie dell?Autostrada Catania ? Siracusa.  ,Lavori di manutenzione straordinaria.,832468.24,877068.24,13/07/2015,83.33,06/07/2016,,F.LLI GINTOLI COSTRUZ.ED INFRASTR.,14800,SICILIA,A01,
0,24,Lavori di ripristino degli impianti  delle Gallerie:  ``Agnone 1``. ``Agnone 2`` e ``San Fratello``.,Lavori di manutenzione straordinaria.,485193.62,505568.62,15/09/2017,93,13/12/2017,,ATI DI BELLA COSTR. S.R.L. - ALMAR ELETTROTECNICA S.R.L.,14803,SICILIA,A01,
0,24,Lavori di manutenzione per ripristino danni e funzionalita degli impianti tecnologici delle 3 gallerie di lunghezza inferiore a 500m. interventi di security e del software di gestione da remoto a servizio dell`Autostrada Catania - Siracusa a seguito di furti.,Lavori di manutenzione straordinaria.,1996502.75,3254666.95,01/12/2017,60.55,29/05/2018,,ATI DI BELLA COSTR. S.R.L. - ALMAR ELETTROTECNICA S.R.L.,14804,SICILIA,A01,
0,5.3,Lavori di riqualificazione del tratto Autostradale A/19 ``Palermo - Catania`` da l km 0+000 al km 5+300 mediante l`installazione di nuove barriere di sicurezza,Lavori di manutenzione straordinaria.,313608.92,1417471.42,22/02/2017,98.11,17/05/2018,,CIMS S.R.L.,14861,SICILIA,A19,
0,192.8,A/19 Palermo - Catania. Lavori di nuova installazione e adeguamento a LED degli impianti di illuminazione di alcuni svincoli.,Lavori di manutenzione straordinaria.,1430521.84,1558192.47,27/09/2017,16.28,20/03/2019,,ATI DI BELLA COSTR. S.R.L. - ALMAR ELETTROTECNICA S.R.L.,14863,SICILIA,A19,
0,11.7,Intervento di rispristino della sovrastruttura e del piano viabile in tratti omogenei tra i km 0+000 e 11+700 e tra i km 19+620 e 39+500 dell`Autostrada A/19 ``Palermo - Catania`` in entrambe le carreggiate. compresi gli svincoli di Buonfornello. Agglomerato Industriale. Termini Imerese e Casteldaccia.,Lavori di manutenzione straordinaria.,2797892,2902905.33,12/03/2018,13.98,16/12/2018,,ATI I.S.A.P. SRL-COGEN COSTRUZIONI,14868,SICILIA,A19,
34,51.5,Interventi di ripristino del piano viabile e della segnaletica  orizzontale in tratti omogeni compresi tra i km 39+500 e 46+500 dell` Autostrada A/19 ``Palermo - Catania`` in entrambe le carreggiate.,Lavori di manutenzione straordinaria.,1346028.5,1424886.83,12/03/2018,99.79,26/07/2018,,ATI I.S.A.P. SRL-COGEN COSTRUZIONI,14867,SICILIA,A19,
46.5,57,Intervento di ripristino della sovrastruttura e del piano viabile in tratti omogenei compresi tra i km 46+500 e 57+000 dell`Autostrada A19 Palermo - Catania in entrambe le carreggiate.,Lavori di manutenzione straordinaria.,1999949.5,2060040.61,12/03/2018,46.76,04/09/2018,,ATI I.S.A.P. SRL-COGEN COSTRUZIONI,14870,SICILIA,A19,
56.8,72.8,AUTOSTRADA A19 ``PALERMO - CATANIA``|LAVORI DI COSTRUZIONE DELLA CARREGGIATA DIR. CATANIA DEL VIADOTTO IMERA I TRA LE PILE N. 16 E 22,Lavori di manutenzione straordinaria.,8419179.45,10212241.56,26/02/2018,2.38,18/09/2019,,ATI GECOB SRL - COLOMBRITA - BUA,14798,SICILIA,A19,
59.3,72.8,Intervento di ripristino della sovrastruttura stradale e del piano viabile in tratti omogenei compresi tra i km 59+300 e 72+800 dell`Autostrada A/19 ``Palermo - Catania`` in entrambe le carreggiate.,Lavori di manutenzione straordinaria.,2115532.32,2177074.01,15/05/2018,17.52,13/12/2018,,ATI I.S.A.P. SRL-COGEN COSTRUZIONI,14871,SICILIA,A19,
72.8,192.8,Interventi di ripristino del piano viabile in tratti omogenei su trincea. rilevato e rampe di svincolo compresi tra il km 72+800 e lo Svincolo di Enna dell`Autostrada A/19 ``Palermo - Catania`` in entrambe le carreggiate.,Lavori di manutenzione straordinaria.,2081721.17,2190680.97,29/06/2018,0,25/11/2018,,CONSORZIO STABILE INFRA.TECH S.C.A.R.L.,14794,SICILIA,A19,
72.8,192.8,Interventi di ripristino del piano viabile in tratti omogenei sui Viadotti compresi tra il km 72+800 e lo Svincolo di Enna dell`Autostrada A/19 ``Palermo - Catania`` in entrambe le carreggiate.,Lavori di manutenzione straordinaria.,2016472.7,2125105.1,29/06/2018,0,21/11/2018,,CONSORZIO STABILE INFRA.TECH S.C.A.R.L.,14795,SICILIA,A19,
72.8,192.8,Lavori di manutenzione straordinaria della segnaletica verticale lungo la A19 ``Palermo - Catania`` dal km 72+800 al km 192+800,Lavori di manutenzione straordinaria.,450456.69,455286.38,18/06/2018,0,12/02/2019,,ATI CONSORZIO INTEGRA - CONSOR.COOP LOGIE E MOBILITA,14796,SICILIA,A19,
82,82.415,Lavori di ripristino e riqualificazione del viadotto Morello,Lavori di manutenzione straordinaria.,17416483.54,18896661.31,19/01/2012,61.76,20/10/2018,,ATI FIP INDUSTR.-L.&C. LAVORI E COSTRUZIONI- TECNOLAVORI,14793,SICILIA,A19,
84.7,88.92,Lavori di risanamento strutturale della carreggiata PA - CT del Viadotto Cannatello. tra i km 84+700 e km 88+920 - II Stralcio funzionale,Lavori di manutenzione straordinaria.,4133678.16,4869093.65,22/02/2017,21.89,11/09/2018,,FIP INDUSTRIALE  S.P.A.,14858,SICILIA,A19,
95.85,97.3,Lavori di manutenzione straordinaria sulle strutture del Viadotto Cinque Archi tra il Km 95+850e il Km 97+300 dell`autostrada A/19 ``Palermo - Catania`` in direzione Catania.,Lavori di manutenzione straordinaria.,677327.27,710157.27,29/11/2017,78.31,14/09/2018,,EDIL SAMA DI ING. SANTALUCIA MARIO S.R.L.,14869,SICILIA,A19,
120,156,Interventi di ripristino del piano viabile in tratti saltuari tra i km 120+000 e 156+000  dell`Autostrada A/19 PALERMO - CATANIA in etrambe le carreggiate,Lavori di manutenzione straordinaria.,2212007.8,2283118.91,16/03/2018,85.03,11/09/2018,,CONSORZIO STABILE INFRA.TECH S.C.A.R.L.,14866,SICILIA,A19,
135.25,179.15,lavori di riqualificazione di alcuni tratti dell`autostrada A/19 palermo - catania tra il km 78+200 ed il km 120+000 mediante l`installazione  di barriere di sicurezza e della rete di protezione Viadotto Cozzo Rocca ( 99+270) sulla carreggiata in direzione Palermo e viadotto Mulini (km 112+800- 114+380),Lavori di manutenzione straordinaria.,2131204.87,3859032.74,08/09/2016,100,15/04/2018,,CONSORZIO STABILE ERACLE,14860,SICILIA,A19,
7.04,7.04,Lavori di adeguamento delle strutture e degli impianti tecnologici. ai sensi del D.L. n? 264 del 05/10/2006 in materia di sicurezza per gallerie della rete stradale Trans Europea. della galleria Segesta sita lungo l`A29 Dir ``Alcamo  Trapani`` al km 7+040.,Lavori di manutenzione straordinaria.,14726785.4,16207533.8,18/06/2014,90.77,30/09/2018,,CONSORZIO COOPERATIVE COSTRUZIONI CCC SOC.COOPERATIVA,14857,SICILIA,A29dir,
24.9,25.1,A/29 Dir. Alcamo - Trapani. Lavori di demolizione di una porzione di muro di controripa instabile al km 25+000 della a/29 dir. e ripristino della scarpata mediante gabbioni metallici.,Lavori di manutenzione straordinaria.,203621.25,237223.98,27/03/2018,85.09,23/08/2018,,EMMECCI S.R.L.,14864,SICILIA,A29dir,
8.5,16.2,Intervento di ripristino della sovrastruttura e del piano viabile in tratti omogenei tra i km  8+000 e 16+200 in direzione Mazara del Vallo e tra i  km 39+000 e 52+000 dell`Autostrada A29 ``Palermo-Mazara del Vallo`` in entrambe le carreggiate. compreso lo svincolo di Castellammare del Golfo,Lavori di manutenzione straordinaria.,2104716.29,2192319.69,27/11/2017,89.68,13/08/2018,,ARES S.R.L.,14865,SICILIA,A29,
46.8,53.3,Lavori di manutenzione straordinaria per il rifacimento degli impianti d`illuminazione dello svincolo A29-A29 DIR. dello svincolo CASTELLAMMARE DEL GOLFO  e della limitrofa area di sosta COSTA GAIA.,Lavori di manutenzione straordinaria.,640782.69,689536.6,22/09/2017,40.9,21/09/2018,,E.D. IMPIANTI S.R.L.,14862,SICILIA,A29,
52,114,Lavori di manutenzione straordinaria della segnaletica verticale lungo la A29 ``Palermo - Mazara del Vallo`` dal km 52+000 al km 114+000 compresa la A29 Dir.,Lavori di manutenzione straordinaria.,450757.48,455060,18/06/2018,0,12/02/2019,,ATI CONSORZIO INTEGRA - CONSOR.COOP LOGIE E MOBILITA,14797,SICILIA,A29,
52,114.8,Lavori di riqualificazione di alcuni tratti dell`Autostrada a A/29 ``Palermo-Mazara del Vallo`` tra il km 52+000 ed il km 114+800 mediante l`installazione di barriere di sicurezza e rete di protezione.,Lavori di manutenzione straordinaria.,1373249.14,2367506.48,18/10/2016,99.01,01/06/2018,,ATI  EDILFALCO S.N.C. - RED CONTROL S.R.L.,14859,SICILIA,A29,
0,0,Itinerario NORD - SUD S. Stefano di Camastra - Gela. |SS 117 Centrale Sicula - Lavori di ammodernamento e sistemazione del tratto compreso tra km 32+000 e km 38+700 della SS 117 - Lotto B4b,Lavori straordinari per nuove costruzioni.,65065789.37,69859574.01,22/06/2011,90.93,17/09/2018,,RICCIARDELLO COSTRUZIONI SRL,14854,SICILIA,ISV3,
0,24,Lavori di rifacimento delle testate di soletta e dei giunti di dilatazione delle opere d?arte esistenti lungo la RA15 Tangenziale di Catania. dal km 0+000 al km 24+000  (Viadotto Buttaceto I? - km 17+950. Viadotto Buttaceto II? - km 15+930. Viadotto,Lavori di manutenzione straordinaria.,299457.6,313902.04,20/07/2017,100,16/03/2018,,FORTUNATO MARIA DONATA,14799,SICILIA,RA15,
10.68,10.7,Lavori di recupero conservativo della galleria artificiale ``Mirenda`` sita al km 10+680 della Tangenziale di Catania,Lavori di manutenzione straordinaria.,308380.28,322824.72,10/07/2017,0,05/01/2018,,BREDIL S.R.L.,14802,SICILIA,RA15,
87.55,87.65,Lavori di manutenzione straordinaria relativi agli interventi di protezione del piano viabile ed al ripristino della transitabilita lungo la SS 113 nel tratto compreso tra il km 87+550 ed il km 87+650.,Lavori di manutenzione straordinaria.,651319.07,693393.74,18/07/2016,100,28/01/2017,,VERTICAL PROJET SRL,14810,SICILIA,SS113,
313,314,Lavori di MS per ripristini corticali. adeguamento dei cordoli e sostituzione delle barriere e giunti di dilatazione ammalorati del viadotto Tauro al km. 313+000 della SS 113.,Lavori di manutenzione straordinaria.,293242.64,396261.8,28/11/2017,0,26/04/2018,,ATI NUOVA ISES S.R.L. - RIFRA C.NI DI FERRERO CARMELA,14836,SICILIA,SS113,
8.3,54.4,Lavori di sistemazione del piano viabile ammalorato lungo la S.S. n? 114 ``Orientale Sicula`` in tratti saltuari tra il 8+300 ed il km 54+400.,Lavori di manutenzione straordinaria.,1269390.84,1312946.4,21/06/2018,0,30/09/2018,,CONSORZIO STABILE INFRA.TECH S.C.A.R.L.,14811,SICILIA,SS114,
48,48.6,Lavori di MS per il consolidamento del costone roccioso tra il km 48+000 ed il km 48+600 lungo la S.S. 114 ``Orientale Sicula``,Lavori di manutenzione straordinaria.,90670.56,93200.56,23/04/2018,100,22/05/2018,,C.E.S.I. S.R.L.,14808,SICILIA,SS114,
54.4,154.4,Lavori per la riqualificazione funzionale della segnaletica verticale. marginale ed orizzontale in tratti saltuari lungo la S.S. 114 dal km.54+400 al km.154+600.,Lavori di manutenzione straordinaria.,458792.26,497681.15,23/01/2018,0,21/07/2018,,VIS MOBILITY S.R.L.,14825,SICILIA,SS114,
82.282,82.282, Lavori di M.S per la riqualificazione delle opere di sicurezza compreso il rifacimento dei cordoli. sostituzione dei giunti di dilatazione e ripristino della pavimentazione stradale del viadotto ``Belice`` al km 82+282 della SS. 115 di competenza delCMD,Lavori di manutenzione straordinaria.,2341067.91,2477767.91,30/11/2016,76.64,05/10/2017,,ATI ITAL SYSTEM S.P.A.-DIVA S.R.L.,14832,SICILIA,SS115,
267.55,294.2,Lavori di consolidamento pendici. pulizia delle opere idrauliche di presidio in tratti saltuari lungo la S.S. 115 dal km. 267+ 550 al km. 294+200.,Lavori di manutenzione straordinaria.,198711.75,209822.86,14/06/2018,35.24,11/09/2018,,LA SALA LUIGI,14814,SICILIA,SS115,
306.136,314.6,Lavori per il ripristino funzionale delle opere d`arte minori site lungo la SS115 tra il km 306+136 ed il km 314+600.,Lavori di manutenzione straordinaria.,689565.45,746232.12,13/02/2018,17.5,10/09/2018,,L. & C. LAVORI E COSTRUZIONI S.R.L.,14805,SICILIA,SS115,
314.7,334,Lavori di risanamento della sovrastruttura stradale in tratti saltuari lungo la S.S.V. 115 dal km. 314+700 al km. 334+500.,Lavori di manutenzione straordinaria.,611502.07,656877.96,04/06/2018,100,04/08/2018,,CONSORZIO STABILE INFRA.TECH S.C.A.R.L.,14813,SICILIA,SS115,
314.7,334.5,Lavori di consolidamento pendici. pulizia delle opere idrauliche di presidio in tratti saltuari lungo la S.S. 115 dal km. 314+700 al km. 334+500.,Lavori di manutenzione straordinaria.,297398.7,307623.14,14/06/2018,17,11/10/2018,,LIBRIZZI COSTRUZIONI S.R.L.,14815,SICILIA,SS115,
336,407,Lavori di risanamento della sovrastruttura stradale in tratti saltuari lungo la S.S. 115 dal km. 336+000 al km. 407+000.,Lavori di manutenzione straordinaria.,611502.07,656877.96,04/06/2018,100,04/08/2018,,CONSORZIO STABILE INFRA.TECH S.C.A.R.L.,14812,SICILIA,SS115,
0.2,76.7,Lavori di esecuzione del tappeto d`usura previa risagomatura con binder  in t.s. dal km 0+200 al km 76+700  della S.S. 118 - 1? Stralcio,Lavori di manutenzione straordinaria.,589425.75,599425.75,11/07/2018,0,30/11/2018,,CEC - CONSORZIO STABILE EUROPEO COS ORI - SOCIETA` CONSORTILE A R.L.,14841,SICILIA,SS118,
0,156.5,Lavori di manutenzione della sovrastruttura stradale compreso l`impianto della segnaletica orizzontale lungo le strada statale 120,Lavori di manutenzione straordinaria.,126510.66,131735.66,18/04/2018,0,16/06/2018,,TRUSCELLI SALVATORE S.R.L.,14845,SICILIA,SS120,
114,117,lavori di realizzazione di paratie per la riparazione dei dissesti del corpo stradale ai km. 114+000 e 117+000 della SS n. 120.di competenza del C.M. ``B``,Lavori di manutenzione straordinaria.,643774.6,688219.6,23/07/2018,0,19/11/2018,,SIMETO COSTRUZIONI S.R.L.,14838,SICILIA,SS120,
155.5,215.627,Lavori di sistemazione del piano viabile ammolorato lungo la S.S. n? 120 `` dell`Etna e delle Madonie `` in tratti saltuari tra il 155+500 ed il km 215+627,Lavori di manutenzione straordinaria.,1579017,1623239.22,21/06/2018,0,18/10/2018,,CONSORZIO STABILE INFRA.TECH S.C.A.R.L.,14816,SICILIA,SS120,
0,0,ITINERARIO PALERMO AGRIGENTO - TRATTO PALERMO - LERCARA FRIDDI. S.S. 121 - 2? Lotto funzionale: adeguamento in sede sez. Cat. C1/B nel tratto Bolognetta - Bivio Manganaro dal km 14+400 (rotatoria Bolognetta) al km 48+000 (svincolo Manganaro).,Lavori straordinari per nuove costruzioni.,230809759.66,258553406.02,27/02/2014,71.66,02/12/2017,,BOLOGNETTA S.C.P.A.,14853,SICILIA,SS121,
47.15,69.4,Lavori di manutenzione della sovrastruttura stradale necessari al risanamento del piano viabile mediante la ricostruzione del pacchetto bituminoso. opere di difesa ed opere di drenaggio : SS 121 ``Catanese`` dalla progr km 47+150 alla progr km 69+400 in t.s.,Lavori di manutenzione straordinaria.,1043211.73,1097366.39,14/06/2018,0,09/09/2018,,CONSORZIO STABILE INFRA.TECH S.C.A.R.L.,14820,SICILIA,SS121,
58.7,58.8,Lavori di manutenzione della sovrastruttura stradale necessari al risanamento del piano viabile mediante la ricostruzione del pacchetto bituminoso. opere di difesa ed opere di drenaggio : SS 121 ``Catanese`` progr km 58+700 circa (Regalbuto) ,Lavori di manutenzione straordinaria.,367634.36,402591.36,14/06/2018,0,30/07/2018,,CONSORZIO STABILE INFRA.TECH S.C.A.R.L.,14821,SICILIA,SS121,
60,70,Lavori di ripristino del piano viabile. consolidamento del corpo stradale e di stabilizzazione di pendici  in tratti saltuari tra il km 60+000 e il km 70+000 della SS 121.,Lavori di manutenzione straordinaria.,654899.84,815137.64,20/07/2018,0,17/09/2018,,ITAL SYSTEM S.R.L.,14817,SICILIA,SS121,
194.5,252.9,Lavori di esecuzione del tappeto d`usura previa risagomatura con binder in T.S. dal km 194+500 al km 252+900 della S.S. 121. - I Stralcio,Lavori di manutenzione straordinaria.,283924.36,293366.03,26/07/2018,0,07/10/2018,,CEC - CONSORZIO STABILE EUROPEO COS ORI - SOCIETA` CONSORTILE A R.L.,14842,SICILIA,SS121,
1.287,5.2,lavori di risanamento corticale e profondo dello scatolare al km 1+287 della SS 122/ter  ``tangenziale Est di Canicatti```` (cod. soawe  19001001010),Lavori di manutenzione straordinaria.,62272.15,78716.55,20/07/2018,0,17/10/2018,,FOX S.R.L.S.,14839,SICILIA,SS122ter,
33.3,106.65,Lavori di consolidamento pendici. pulizia delle opere idrauliche di presidio in tratti saltuari lungo la S.S. 124 dal km. 33+300 al km. 106+650.,Lavori di manutenzione straordinaria.,308363.37,318587.81,09/04/2018,100,06/08/2018,,L. & C. LAVORI E COSTRUZIONI S.R.L.,14824,SICILIA,SS124,
31.92,31.945,Lavori di costruzione del muro di controripa crollato tra i km 31+920e km 31+945 della S.S. n. 187 ``di Castellammare del golfo`` di competenza del Centro ``D``,Lavori di manutenzione straordinaria.,80308.16,104702.45,19/03/2018,99.69,16/06/2018,,GANGI IMPIANTI S.R.L.,14835,SICILIA,SS187,
15,16.5,Lavori di M.S. per la sistemazione delle pendici in dissesto in t.s. tra i km 15+000 e 16+500. di competenza del C.M. ``A``. ,Lavori di manutenzione straordinaria.,191003.77,193787.94,05/07/2018,0,02/10/2018,,NEMO S.R.L.,14833,SICILIA,SS188dir-c,
29.812,37.832,Lavori di distese generali della S.S. n. 188 ``Centro Occidentale Sicula`` tratti dal km 5+750 al km 9+506 e dal km 29+812 al km 37+832.,Lavori di manutenzione straordinaria.,323931.92,354308.5,20/11/2017,99.96,18/01/2018,,CEC - CONSORZIO STABILE EUROPEO COS ORI - SOCIETA` CONSORTILE A R.L.,14849,SICILIA,SS188,
0.65,30,Lavori di sovrastruttura stradale per risanamento della SS 192 dal Km 0+650 al Km 30+000.,Lavori di manutenzione straordinaria.,975033.62,1025621.45,23/02/2018,100,17/05/2018,,CONSORZIO STABILE INFRA.TECH S.C.A.R.L.,14822,SICILIA,SS192,
0,113.4,Lavori per la riqualificazione funzionale della segnaletica verticale. marginale ed orizzontale in tratti saltuari lungo la S.S. 194 dal km. 12+000 al km. 113+400.,Lavori di manutenzione straordinaria.,1149538.6,1200138.82,23/01/2018,0,26/11/2018,,VIS MOBILITY S.R.L.,14818,SICILIA,SS194,
0,11.7,Lavori per la riqualificazione funzionale della segnaletica verticale. marginale ed orizzontale in tratti saltuari lungo la S.S. 194 dal km.0+000 al km.11+700.,Lavori di manutenzione straordinaria.,94279.85,97041.63,23/01/2018,0,22/05/2018,,VIS MOBILITY S.R.L.,14826,SICILIA,SS194,
44.925,93.6,Lavori di risanamento della pavimentazione lungo la SS 194 in t.s. dal km 44+925 al km 93+600 di competenza del nucleo D del centro C di Catania.,Lavori di manutenzione straordinaria.,542272.77,587650.4,16/04/2018,19.74,09/08/2018,,CEC - CONSORZIO STABILE EUROPEO COS ORI - SOCIETA` CONSORTILE A R.L.,14827,SICILIA,SS194,
0,42.38,Lavori di riqualifica della SS n. 286 mediante interventi di consolidamento del corpo stradale tra i km. 0+000 e 42+830. di competenza del C.M. ``B``,Lavori di manutenzione straordinaria.,439849.52,471739.52,18/04/2018,99.39,06/07/2018,,ESSETI SRL,14837,SICILIA,SS286,
35,55.15,Lavori di risanamento della pavimentazione lungo la SS 385 in t.s. dal km 35+000 al km 55+150 di competenza del nucleo C del centro A di Catania.,Lavori di manutenzione straordinaria.,594643.57,618243.57,11/04/2018,100,01/07/2018,,CEC - CONSORZIO STABILE EUROPEO COS ORI - SOCIETA` CONSORTILE A R.L.,14828,SICILIA,SS385,
0,41,Lavori per la riqualificazione funzionale della segnaletica verticale. marginale ed orizzontale in tratti saltuari lungo la S.S. 514 dal km. 0+000 al km. 41+000.,Lavori di manutenzione straordinaria.,679009.38,729608.71,23/01/2018,0,04/10/2018,,VIS MOBILITY S.R.L.,14819,SICILIA,SS514,
0.972,13.6,Lavori di manutenzione straordinaria delle sovrastrutture stradali compreso l`impianto della segnaletica orizzontale e marginale in tratti saltuari lungo la ss. 557 di Campobello di Licata di competenza del CM.E,Lavori di manutenzione straordinaria.,147110.7,157335.7,30/10/2017,97.73,28/11/2017,,TRUSCELLI SALVATORE S.R.L.,14851,SICILIA,SS557,
